,domain,signaltype,encryptedrequesturl,encryptedhref,encryptedpagetitle,encryptedcontent,signalscount,_c0,domain_exp,know_domain,certainty
1480,surveymonkey.com,CLICK,surveymonkey.com/create/preview,surveymonkey.com/create/?sm=RiJpLS_2Fpd_2FnVsPEk2TwSiN0jO_2FqT9Sp12ckBXQ_2FRSuI_3D,,design survey,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1481,rocketreach.co,VISIT,rocketreach.co/shiptronix-profile_b4461919faff595f,,shiptronix: contact details and business profile,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1482,hootsuite.com,CLICK,hootsuite.com/dashboard,,,"2 posts, thursday, 16 march at 5pm
2
santamonicaseafoodco
5:00pm · experience the ultimate in lamb p",1,164,"hootsuite is a social media management platform that helps businesses and individuals manage their social media accounts. it offers a suite of tools to help users schedule posts, monitor conversations, and measure the performance of their social media campaigns. it also provides analytics and reporting features to help users track their progress and optimize their strategies.","q1: yes, 4",q2: 4
1483,onepeloton.com,CLICK,onepeloton.com/mymembership/subscriptions/3364fc24fe884b86bfa64ead1d831d65,onepeloton.com/mymembership/subscriptions/3364fc24fe884b86bfa64ead1d831d65/pause,,pause or cancel,1,107,"onepeloton.com offers a variety of fitness products and services, including interactive home fitness bikes, digital and on-demand classes, and accessories. users can access live and on-demand classes, track their progress, and connect with other members. the website also offers a variety of apparel and accessories.","q1: yes, 5",q2: 5
1484,rocketreach.co,VISIT,rocketreach.co/alex-bua-email_13685042,,alex bua email address & phone number | professional physical therapy regional vice president of clinical operation contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1485,surveymonkey.com,CLICK,surveymonkey.com/create,surveymonkey.com/collect/list?sm=FHu0EL3OBw47xZswh3fKy9bP_2FIbOvqQF_2Blh4MpIO11c_3D&tab_clicked=1,,collect responses,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1486,surveymonkey.com,CLICK,surveymonkey.com/summary/cgCtADk55IXiL_2BdS48aBqvPeOYgmbIPhlYMMX4Tx5QVFkfNO_2F4K_2FGGwEjl_2F7o7BV,surveymonkey.com/analyze/cgCtADk55IXiL_2BdS48aBqgnSUrtwFkWPeoxWzmR6H34_3D,,119,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1487,onepeloton.com,CLICK,onepeloton.com/instructors/yoga/Peloton_MF,open.spotify.com/playlist/682tcuvX0sNnLFxaWMOK8w,,view full playlist,1,107,"onepeloton.com offers a variety of fitness products and services, including interactive home fitness bikes, digital and on-demand classes, and accessories. users can access live and on-demand classes, track their progress, and connect with other members. the website also offers a variety of apparel and accessories.","q1: yes, 5",q2: 5
1488,rocketreach.co,CLICK,rocketreach.co/nagarro-management_b5c637acf42e0ca3,rocketreach.co/shruti-tandon-email_6106771,,"hr (206)
shruti tandon
director, human resources
2  2",1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1489,surveymonkey.com,VISIT,surveymonkey.com/summary/AZo0rY_2BqxURzP53fqI6Ittjqhul86G6_2B7WluILIsNs2pjjyS0sm4yVUg602BOx94,,welcome to surveymonkey!,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
